,sch9/wt,ras2/wt,tor1/wt,centroid
2799,-0.2390126,-0.5025562,-0.2798189,1.0
2800,0.1446641,0.7289746,0.2410471,5.0
2801,-0.3309035,-0.1684294,-0.2295504,2.0
2802,-0.7349255,-0.9096103,-0.5947137,3.0
2803,0.4061551,0.2376967,0.2879806,5.0
2804,0.05211367,-0.1584641,0.06510907,2.0
2805,0.09278313,0.3976797,0.287892,5.0
2806,0.1765425,0.7972065,-0.08556616,5.0
2807,0.4263989,0.5132312,0.1677453,5.0
2808,-0.2072259,-0.4618181,-0.6633732,1.0
2809,0.089466,0.005026671,-0.2448571,2.0
2810,-0.2734896,-0.4743531,-0.5135695,1.0
2811,-0.3095144,-0.7012475,-0.1865854,1.0
2812,-0.1044902,-0.5588778,-0.5533279,1.0
2813,-0.1776499,0.1710048,-0.1106811,2.0
2814,-0.3769038,0.2522316,-0.2196624,2.0
2815,-0.738719,0.08529087,0.04635087,2.0
2816,1.097224,1.023448,0.9714272,0.0
2817,0.2035968,-0.02845771,0.2848849,5.0
2818,-0.5244152,-1.172089,-0.3238844,3.0
2819,0.1357471,0.465271,0.08092525,5.0
2820,0.7954516,0.9551403,0.3112526,0.0
2821,0.1419345,-0.03225372,-0.01941602,2.0
2822,0.02302211,-0.3555002,-0.07308542,2.0
2823,-0.04764903,-0.3377886,-0.3980992,1.0
2824,-0.9039518,-0.787197,-1.391321,3.0
2825,-0.6554172,-1.514027,-1.207637,3.0
2826,-0.5030013,-1.044385,-0.6579592,3.0
2827,-0.123862,0.4276351,0.3905272,5.0
2828,-0.3763932,-0.627302,-0.3020706,1.0
2829,-0.835186,-0.2980024,-0.6817042,1.0
2830,0.4078661,0.3026528,0.3101375,5.0
2831,0.1844758,-0.1801408,0.2054267,2.0
2832,-0.9959926,-1.611627,-0.8036735,3.0
2833,0.5902821,1.27737,0.945889,0.0
2834,-0.3002812,-0.9007318,-0.4714132,1.0
2835,0.8300002,1.597641,0.9065886,4.0
2836,0.2830859,0.1276006,-0.02782526,5.0
2837,0.159999,0.290443,0.1623979,5.0
2838,-1.277167,-1.440651,-0.8657775,3.0
2839,-0.3858155,-0.457974,-0.3879885,1.0
2840,-1.134323,-1.686143,-0.7004763,3.0
2841,0.09651584,0.001576033,-0.0155449,2.0
2842,-0.434054,-0.2742359,-0.7752536,1.0
2843,0.6474777,-0.06004082,-0.3335354,2.0
2844,0.5799561,0.3700549,-0.3181032,5.0
2845,0.1809243,0.6732517,0.4559166,5.0
2846,0.2884725,0.2014822,-0.239723,2.0
2847,0.1905355,-0.1677212,0.1402666,2.0
2848,0.1709718,-0.4452895,-0.1454932,2.0
2849,0.2571541,-0.3710664,0.5485792,2.0
2850,1.407381,1.084685,1.19921,4.0
2851,0.3502709,0.4863854,0.06501681,5.0
2852,0.2390036,0.5969238,-0.009048372,5.0
2853,-0.2419894,0.1669939,-0.122658,2.0
2854,0.1490645,-0.03377123,-0.1250964,2.0
2855,-0.036217,-1.088987,0.05071887,1.0
2856,-0.6452109,-0.898184,-0.4041267,3.0
2857,-0.3550502,-0.4815338,-0.3009569,1.0
2858,0.06398585,0.07691277,0.2112786,5.0
2859,-0.1858158,-0.5989029,-0.3695567,1.0
2860,-0.1294404,-0.3904117,-0.08828678,2.0
2861,0.23223,-0.4895196,-0.1258341,2.0
2862,0.1333101,0.03057794,0.2411685,5.0
2863,-0.0462297,0.03787744,0.1931372,2.0
2864,-0.7397223,-1.032523,-0.5069559,3.0
2865,0.578689,1.554985,0.6145893,0.0
2866,-0.6138741,-0.1733923,-0.4096656,1.0
2867,-0.3766443,-0.2549868,-0.1867004,1.0
2868,0.01305389,0.304828,0.01581886,5.0
2869,0.2603026,-0.1050225,0.3843407,5.0
2870,0.03580869,0.09794699,-0.6033691,2.0
2871,0.1509003,0.2253793,0.3790131,5.0
2872,-0.04922181,0.06286548,-0.06663913,2.0
2873,0.1690651,0.5034956,0.2074347,5.0
2874,-0.6748928,-0.9835992,-0.3867716,3.0
2875,0.4821028,0.1405734,0.4335221,5.0
2876,-0.4437576,-0.2059468,-0.3584442,1.0
2877,0.2682277,0.1054523,0.6297436,5.0
2878,0.5663245,0.5931339,1.129182,0.0
2879,0.2864984,0.4227276,0.3984164,5.0
2880,0.04037053,-0.5721219,-0.1955226,1.0
2881,-0.03358765,0.05139081,-0.122114,2.0
2882,0.3162688,0.4085318,0.2513477,5.0
2883,0.0124504,-0.000656094,0.01912045,2.0
2884,-1.663467,-0.6599606,-0.323626,3.0
2885,0.468538,0.03849047,0.4395876,5.0
2886,0.01183325,-0.4899863,-0.00527131,2.0
2887,-0.2356297,-0.2120944,-0.2854418,2.0
2888,-0.1596875,0.3821886,-0.1591179,2.0
2889,-0.01377322,0.5563585,0.9932863,0.0
2890,0.2493233,0.02390006,0.02453308,2.0
2891,0.6880669,0.7766342,0.3099416,0.0
2892,0.9897359,1.040685,0.7863763,0.0
2893,-0.1590744,-0.446286,-0.358242,1.0
2894,0.61162,0.8007201,0.5800947,0.0
2895,1.309482,1.335539,1.243231,4.0
2896,0.8366076,0.2110051,0.5637628,5.0
2897,-0.2094025,-0.3444364,-0.2192741,1.0
2898,0.008194707,-0.3155237,0.2538742,2.0
2899,-0.62858,-0.7120989,-0.3882529,1.0
2900,0.181885,0.04061754,0.03887169,2.0
2901,0.0965747,-0.0818788,0.01407396,2.0
2902,0.5155433,0.4231707,0.5017855,5.0
2903,0.5103621,0.3850634,0.7992639,0.0
2904,0.2759169,0.2577429,0.01507136,5.0
2905,-0.2187214,-0.8291529,-0.4482251,1.0
2906,1.312342,0.9567035,1.412642,4.0
2907,0.8630626,0.7503821,0.6895852,0.0
2908,-0.1439221,-0.501448,0.02573199,1.0
2909,-0.4595695,-0.6291439,-0.1947478,1.0
2910,-0.1988553,0.01789165,-0.3428872,2.0
2911,0.337267,0.597706,0.001176441,5.0
2912,0.09434955,-0.3984092,0.2196472,2.0
2913,0.4553613,0.6214414,0.3409794,0.0
2914,-0.1750765,0.3509487,-0.2940256,2.0
2915,-0.4415115,-0.145205,-0.07231838,2.0
2916,0.4462985,0.187673,0.5397274,5.0
2917,0.719451,1.343259,1.297715,4.0
2918,0.04876747,0.08248532,0.1761862,5.0
2919,0.6514215,0.685074,0.7350791,0.0
2920,0.1799337,1.046478,-0.01574301,0.0
2921,0.3306335,0.7773907,0.1529452,5.0
2922,0.6679026,1.075686,0.5258298,0.0
2923,0.00877458,-0.4587984,-0.2729387,1.0
2924,-0.02975274,0.73514,0.1591874,5.0
2925,0.1183426,-0.1242938,-0.3729957,2.0
2926,0.3839291,0.2601605,0.2234467,5.0
2927,-0.3941295,-0.8382385,0.09278628,1.0
2928,0.02713981,-0.08413314,-0.0303371,2.0
2929,-0.1940802,0.04482299,0.03372861,2.0
2930,0.1693671,0.7244755,0.4708928,0.0
2931,0.5328616,-0.2171209,0.2985577,5.0
2932,-1.034087,-1.207869,-1.01815,3.0
2933,-0.4848665,-0.8448923,-0.7893922,3.0
2934,-0.001916875,0.3127952,-0.07400888,5.0
2935,-1.00228,0.1223154,-0.6191356,1.0
2936,-0.5814595,-0.3043399,-0.1063038,1.0
2937,0.3316159,1.499071,0.2324544,0.0
2938,0.2394598,2.031681,0.3388167,0.0
2939,-1.640669,-0.6631743,-1.099867,3.0
2940,-1.270716,-1.427886,-0.2806286,3.0
2941,-0.1979053,0.3267141,0.3782647,5.0
2942,-0.1254433,0.2070249,0.006201254,2.0
2943,-0.3209396,-0.5895775,-0.2167465,1.0
2944,0.4398911,0.01229534,0.5163935,5.0
2945,-0.4776177,0.007792168,0.2580238,2.0
2946,0.3912714,1.338382,1.079943,0.0
2947,-0.2928923,-0.7851324,-0.4346224,1.0
2948,-0.3712725,-0.784992,-0.1924224,1.0
2949,-0.03186277,-0.243858,-0.2472959,2.0
2950,-0.295827,-0.4473922,-0.09097547,1.0
2951,0.3043466,0.4254086,0.2318903,5.0
2952,0.3541152,2.422245,1.279511,4.0
2953,-0.4350115,-0.4179358,0.01234822,1.0
2954,-0.1641584,0.2139075,-0.04493373,2.0
2955,-0.4899377,-0.8570116,-0.08192547,1.0
2956,0.02362183,0.62994,0.2969602,5.0
2957,0.233987,-0.006727708,-0.4947186,2.0
2958,-0.08629036,0.007692949,0.1005064,2.0
2959,0.5498285,0.9550131,0.6864168,0.0
2960,0.2838132,-0.05128815,0.3535333,5.0
2961,0.0995954,-0.3756995,0.4525389,2.0
2962,1.047601,1.198807,1.037975,0.0
2963,0.792069,0.8256259,0.3941205,0.0
2964,-0.5567187,0.1803239,-0.3542894,2.0
2965,0.4979772,0.04880144,0.2620194,5.0
2966,0.03943267,-0.1219414,-0.2595243,2.0
2967,0.8356369,0.8787385,0.6082912,0.0
2968,-0.6573696,-0.9465364,-0.3057679,3.0
2969,0.4023231,-0.3816029,0.1285106,2.0
2970,-0.005202937,0.05485164,-0.02693532,2.0
2971,0.1580303,-0.03315889,0.08490707,2.0
2972,-0.01916279,0.3311691,0.18124,5.0
2973,-0.0833797,0.1050306,-0.2658365,2.0
2974,0.1454122,-0.232343,0.1180273,2.0
2975,-0.109675,-0.4527127,-0.2424936,1.0
2976,0.7248482,0.9411951,0.7671572,0.0
2977,-0.3439732,-0.4073528,-0.5053047,1.0
2978,0.2052484,0.08284502,0.1983028,5.0
2979,-0.9121184,0.8490706,0.85262,5.0
2980,-1.031945,-1.429295,-1.015205,3.0
2981,-0.03611246,-0.6248617,-0.1118294,1.0
2982,-0.6944391,-1.401308,-0.5407995,3.0
2983,-0.3584531,-0.3575731,-0.1892196,1.0
2984,-0.1056259,-0.3943121,-0.2719427,1.0
2985,0.1549926,-0.002596869,0.006872471,2.0
2986,-0.154275,-0.02263788,-0.2320678,2.0
2987,-0.2859068,-0.5653278,-0.3969053,1.0
2988,0.07825747,-0.3477906,-0.1872345,2.0
2989,-0.3857729,-0.3318555,-0.1129992,1.0
2990,-0.1620778,0.1322706,0.05363749,2.0
2991,0.54573,0.1422126,0.3239469,5.0
2992,0.1667445,-0.2891041,0.1278739,2.0
2993,0.7775218,0.4995575,0.3791523,0.0
2994,0.3561499,0.4562985,0.1566288,5.0
2995,0.112795,1.030141,0.06966991,0.0
2996,-0.1626189,-0.301666,-0.2672286,2.0
2997,0.1142448,0.2300713,0.2091371,5.0
2998,0.7975048,0.5559963,-4.108568,3.0
2999,-0.366866,-0.4283944,-1.713779,3.0
3000,-0.4692396,-0.859901,-0.8146726,3.0
3001,0.02902712,0.4358926,-0.000646039,5.0
3002,0.3743958,0.2930567,0.05277757,5.0
3003,-0.6391774,-0.9595327,-0.3329204,3.0
3004,-0.7725933,-0.3679783,-0.2472508,1.0
3005,-1.344595,-1.056563,-0.3773193,3.0
3006,0.3974077,0.4571038,0.2314615,5.0
3007,-0.3767272,-0.9274985,-0.4607744,1.0
3008,-0.2725901,-0.2263704,-0.3183436,2.0
3009,-0.04078811,-0.06566099,0.1414036,2.0
3010,-0.09156187,0.2047163,-0.02764701,2.0
3011,-0.317729,-0.756327,-0.1978228,1.0
3012,-0.2250394,-0.4868992,0.02169824,1.0
3013,0.1363805,-0.2279614,0.2191792,2.0
3014,0.03495229,0.1710669,0.2061348,5.0
3015,0.009355633,0.09000188,-0.001453829,2.0
3016,0.1432323,-0.2757979,0.3099875,2.0
3017,-0.04498197,-0.4147817,-0.03718004,2.0
3018,0.1818415,-0.2828755,0.020614,2.0
3019,-0.03845334,-0.709129,-0.123052,1.0
3020,0.1986643,0.1172059,0.1168355,5.0
3021,0.02879893,-0.3704491,-0.1247289,2.0
3022,0.1783653,-0.2551323,0.1135705,2.0
3023,2.097723,0.524058,1.609673,4.0
3024,0.1503328,0.283627,0.3602794,5.0
3025,-0.6276714,-1.796655,-0.964222,3.0
3026,0.5056594,0.5693915,0.3595119,0.0
3027,-0.2437858,-0.005605842,-0.4102659,2.0
3028,-0.4542182,-0.3176551,-0.2141134,1.0
3029,0.01983953,-0.06207985,0.5624283,5.0
3030,0.01028282,0.03984847,0.1862084,2.0
3031,-0.605681,-0.6052073,-0.7001244,1.0
3032,0.191564,0.09578137,0.4944957,5.0
3033,-0.02791249,-0.002413824,0.4105952,5.0
3034,-0.08150544,-0.1063892,-0.07300015,2.0
3035,-0.9140488,-0.3879706,-0.09722066,1.0
3036,0.1718237,0.767016,0.3870107,0.0
3037,-0.1982222,-0.227401,-0.01676483,2.0
3038,0.4027196,0.97659,0.6914021,0.0
3039,-0.3906406,-0.8887524,-0.8802562,3.0
3040,0.2813266,0.1855096,0.1914258,5.0
3041,0.2820106,0.1051554,-0.2206788,2.0
3042,-0.01908906,-0.6819806,0.1520471,1.0
3043,0.1938437,0.3777972,0.5378668,5.0
3044,0.4580903,0.3054267,0.3054109,5.0
3045,-0.03284969,0.05304027,0.02494839,2.0
3046,0.6603991,1.72677,1.019388,4.0
3047,0.528736,1.205671,1.040323,0.0
3048,-0.06770754,0.1488541,0.07393988,2.0
3049,0.614256,1.099373,0.7430793,0.0
3050,0.2108551,0.4808624,0.107979,5.0
3051,-0.003107786,-0.04944997,0.002853561,2.0
3052,-0.2941536,-0.2603018,-0.3181082,1.0
3053,-0.734391,-1.147702,-0.8937775,3.0
3054,0.652665,0.5193495,0.6234113,0.0
3055,0.2973638,1.058291,0.05929866,0.0
3056,-0.0898954,-0.3795367,0.2293083,2.0
3057,0.1969603,0.1318286,0.1310555,5.0
3058,-0.2846425,-0.3517602,-0.5101489,1.0
3059,0.3605865,0.3031671,0.6638892,5.0
3060,-0.08331713,-0.8876897,-0.4312929,1.0
3061,0.0641012,0.892454,0.3016043,0.0
3062,0.1768966,0.2072937,0.02068052,5.0
3063,-0.8451443,-0.795907,-0.4229439,3.0
3064,-0.126284,-0.7720868,-0.147786,1.0
3065,-0.482266,-0.815004,0.1671462,1.0
3066,-0.462454,-0.1974661,-0.2795653,1.0
3067,0.2572561,-0.3548154,0.008192779,2.0
3068,0.6232384,1.553697,0.9000959,0.0
3069,1.107576,1.093519,1.122259,0.0
3070,-0.3045067,0.0976043,-0.101195,2.0
3071,0.5742589,0.217947,0.6107608,5.0
3072,-0.3520716,-0.5961032,-0.2491252,1.0
3073,-0.119837,-0.2811726,0.3668075,2.0
3074,-0.5380316,0.09793768,-0.2380757,2.0
3075,-0.08521984,-1.057953,-0.24519,1.0
3076,-0.376071,0.4490953,-0.2415033,2.0
3077,-0.3193927,-0.352218,-0.2234081,1.0
3078,-0.2177545,-0.4970975,-0.1191343,1.0
3079,-0.6146738,0.427252,0.3954992,5.0
3080,0.7790091,1.518509,1.028798,4.0
3081,-0.04678814,0.0768615,0.06474149,2.0
3082,-0.231798,-0.250708,-0.1982731,2.0
3083,-0.2421708,0.4283504,-0.05144297,2.0
3084,0.3312808,0.4430911,-0.3739114,5.0
3085,0.2167151,0.6091432,-0.09229463,5.0
3086,0.5994632,1.701093,0.5880066,0.0
3087,-0.1516546,-0.6319131,0.09310575,1.0
3088,-0.8149467,-1.119865,-0.7451413,3.0
3089,-0.5541023,-0.3075434,-0.4507502,1.0
3090,0.09546263,-0.2371025,0.0807194,2.0
3091,-0.6309144,-0.8756591,-0.0970473,1.0
3092,0.6745676,0.804773,0.7220169,0.0
3093,0.720205,0.09293172,0.8539166,5.0
3094,-0.3556598,-0.2808868,-0.2952497,1.0
3095,-0.2034117,-0.2096734,0.4430034,2.0
3096,0.01666019,0.1543804,0.1077122,5.0
3097,-0.2125098,-0.5121942,-0.2164214,1.0
3098,-0.2443204,-0.4964082,-0.3239075,1.0
3099,0.2814502,0.3224739,0.3664206,5.0
3100,-0.2159646,-0.5359358,0.004779883,1.0
3101,0.0173433,-0.6754868,-0.7210857,1.0
3102,-0.1427104,-0.4597475,-0.08572758,1.0
3103,0.1866696,-0.3403223,0.005202552,2.0
3104,-0.2803171,-0.3698627,0.05522846,2.0
3105,-0.2375445,0.2378167,-0.3686815,2.0
3106,0.2972235,0.4934951,0.5046029,5.0
3107,-0.005716824,-0.2239702,-0.1723356,2.0
3108,-0.6842363,-0.9213625,-0.5991307,3.0
3109,-0.4028521,-1.052152,-0.5683051,3.0
3110,-0.07741746,-1.256991,-0.1440583,1.0
3111,0.1659931,0.1137434,0.1666569,5.0
3112,0.4598285,0.257442,0.08051408,5.0
3113,0.1527465,-0.03784214,0.3558119,5.0
3114,0.3503707,0.7671566,0.6374193,0.0
3115,-0.3634338,-0.939449,-0.4148671,1.0
3116,1.10756,0.9506286,0.2191091,0.0
3117,-0.980969,-1.583,-1.091263,3.0
3118,-0.06516571,-0.5667878,-0.3646533,1.0
3119,-0.2708228,-0.3205134,-0.4644624,1.0
3120,-0.02031696,0.4109208,0.167457,5.0
3121,-0.4206306,-0.1814506,-0.128535,2.0
3122,-0.1546453,0.1467555,-0.05267799,2.0
3123,-0.1838283,-0.03729395,-0.07830375,2.0
3124,0.02424861,0.2186857,-0.08539801,2.0
3125,-0.7686406,-1.077039,-0.7341867,3.0
3126,-0.6270087,-0.92055,0.03771392,1.0
3127,-0.231954,-0.6724768,-0.1519411,1.0
3128,-0.1481672,-0.07532221,-0.3878353,2.0
3129,0.1544557,0.01908786,0.4655398,5.0
3130,-0.1550259,-0.1125357,-0.3374991,2.0
3131,-0.4223496,-0.7009229,-0.5005156,1.0
3132,-0.03449579,-0.3303358,-0.1103145,2.0
3133,-0.7519607,-1.117561,-0.225173,3.0
3134,1.621988,2.076382,1.191598,4.0
3135,0.5603003,1.044256,0.009500158,0.0
3136,0.2489177,0.07370952,-0.2629193,2.0
3137,-0.9966615,-1.044052,-0.6479798,3.0
3138,-0.3256477,-0.8857322,-0.5770313,1.0
3139,0.4495616,1.187692,-0.04416276,0.0
3140,0.1841013,0.4596969,0.3766746,5.0
3141,-0.2601617,0.03014004,-0.1151795,2.0
3142,-0.1564934,0.1074144,-0.1362609,2.0
3143,0.2270905,-0.2788974,0.1505156,2.0
3144,0.406859,0.4463756,0.405426,5.0
3145,-0.8212043,-1.305849,-0.3333394,3.0
3146,0.6914198,0.6068511,0.3760486,0.0
3147,0.06554385,-0.2758089,-0.06734414,2.0
3148,-0.05263647,-0.1277609,-0.01537986,2.0
3149,0.1037114,-0.1337108,0.1446082,2.0
3150,-0.07122824,-0.1113857,-0.1229774,2.0
3151,-0.8943045,-1.026313,-0.6530779,3.0
3152,-0.3863599,1.055338,-0.3219406,5.0
3153,0.04605033,0.1074947,0.5730247,5.0
3154,0.7605133,1.344384,0.4666217,0.0
3155,0.7686354,1.230937,0.5923038,0.0
3156,-0.2785231,-0.3238208,-0.3693223,1.0
3157,0.1536923,-0.09142413,0.0969271,2.0
3158,0.09068395,0.1963954,0.1284454,5.0
3159,-0.1683622,-0.4149195,-0.019329,2.0
3160,0.1401561,0.1814444,0.03244026,5.0
3161,-0.1884726,0.5513316,0.08058212,5.0
3162,-0.4062695,-0.9119335,-0.4513958,1.0
3163,0.2701838,0.6099887,0.5213554,0.0
3164,-0.0919188,0.6391819,0.2810276,5.0
3165,-0.650481,-1.142606,-0.6321962,3.0
3166,0.443826,0.8555723,0.4255642,0.0
3167,-0.1393734,-0.2960927,-0.2153657,2.0
3168,1.588932,1.449534,0.479932,4.0
3169,-0.1691878,-0.7174318,-0.4793846,1.0
3170,-0.5086198,-1.089485,-0.6658167,3.0
3171,-0.2801301,-0.3133565,-0.4111128,1.0
3172,0.2996957,0.01988641,-0.0702507,2.0
3173,0.3494697,0.5219669,0.549571,5.0
3174,-0.2914478,-0.8561119,-0.3558156,1.0
3175,0.1414888,0.2078864,0.2282035,5.0
3176,-0.1263206,-0.6766423,-0.08408374,1.0
3177,-0.5549101,-0.8890135,-0.734181,3.0
3178,-0.6230632,-0.7493428,-0.5736106,3.0
3179,-1.782213,-1.327017,-1.526823,3.0
3180,0.3967506,0.24887600000000001,0.37908,5.0
3181,0.1009978,0.590198,0.2858237,5.0
3182,-0.4034369,-0.4907451,-0.2252014,1.0
3183,0.119904,0.3309442,0.1803457,5.0
3184,-0.004056331,-0.2878133,0.1970119,2.0
3185,0.2728876,0.5847609,0.5898078,0.0
3186,-0.2601629,-0.2087981,-0.4120755,1.0
3187,-1.189087,-1.649551,-1.432405,3.0
3188,0.6040441,1.09137,0.3862278,0.0
3189,0.1948667,0.2796864,-0.4160733,2.0
3190,1.682663,1.811025,1.463177,4.0
3191,-0.02777412,-0.5141627,-0.2246241,1.0
3192,-0.6348807,-0.8354909,-0.9177559,3.0
3193,-0.4919446,-0.9154524,-0.5810303,3.0
3194,0.6466908,-0.2322562,0.247452,5.0
3195,-0.02319508,-0.4375115,0.1775798,2.0
3196,-0.5132914,-1.06994,-0.5347744,3.0
3197,-0.0568753,0.3466665,-0.1377936,2.0
3198,-0.05783343,-0.446171,0.1851827,2.0
3199,-0.4566874,-0.4163885,-0.2247631,1.0
3200,1.47522,0.6925537,0.8945883,0.0
3201,0.4984712,0.3971491,0.3951959,5.0
3202,0.1863665,-0.3269345,0.1788603,2.0
3203,0.7980338,0.2979981,0.368754,5.0
3204,0.5560208,0.2431045,0.2973576,5.0
3205,0.1593681,-0.2154067,0.1263492,2.0
3206,0.4987064,0.7174976,0.925777,0.0
3207,-0.5304535,-0.09438793,-0.3251652,1.0
3208,0.3272139,-0.1396058,0.07926843,2.0
3209,0.1226853,0.6503868,0.3075981,5.0
3210,1.138678,2.043516,0.7442608,4.0
3211,-0.1910319,-1.054279,-0.2565307,1.0
3212,-0.3000636,-0.4068135,-0.5150159,1.0
3213,-0.07181165,-0.6098758,-0.01676736,1.0
3214,-0.6617427,-1.066823,-0.4125257,3.0
3215,-0.476612,-0.7427482,-0.308228,1.0
3216,-0.8126915,-1.367422,0.07431743,3.0
3217,-0.2791924,-0.5421789,-0.4905629,1.0
3218,0.2714787,0.3516549,0.4592822,5.0
3219,-0.5076499,-0.4043386,-0.472317,1.0
3220,-0.06430405,-0.6662686,0.009250089,1.0
3221,-0.5193285,-0.5632449,0.01044039,1.0
3222,-0.3374333,-0.3095448,0.09815956,2.0
3223,-0.0395206,-0.3586626,0.03106803,2.0
3224,-0.2370677,-0.129199,-0.2519108,2.0
3225,-0.5771689,-0.5672534,-0.6616296,1.0
3226,0.7160308,0.1393602,0.5166265,5.0
3227,0.1559469,0.1557697,0.02786552,5.0
3228,-0.05623538,0.04406579,0.0533767,2.0
3229,0.6760832,0.9841783,1.03573,0.0
3230,0.1037985,0.08573282,0.07305008,2.0
3231,-0.5111582,-0.8646793,-0.6450576,3.0
3232,-0.06377072,-0.3677798,-0.1170682,2.0
3233,-0.1716362,-0.1940568,-0.07472069,2.0
3234,0.4027604,0.146734,0.4392937,5.0
3235,-0.6007431,-0.8499022,-0.3303618,1.0
3236,0.8136361,0.1690405,0.1994921,5.0
3237,-0.1163667,0.2333449,0.06290769,2.0
3238,0.3345549,0.1747395,0.08667437,5.0
3239,1.617279,1.306716,1.232772,4.0
3240,-0.940779,0.1960447,-0.2454731,2.0
3241,0.02121465,-0.4924719,-0.2926496,1.0
3242,-0.3687644,-0.7663591,-0.1757378,1.0
3243,0.1578897,-0.2833618,0.0296032,2.0
3244,-0.4568198,-1.035789,-0.4063612,3.0
3245,-0.6439089,-0.8456668,-0.6081937,3.0
3246,-0.4175136,-1.095844,-0.6363631,3.0
3247,0.1614422,-0.1712204,-0.0201291,2.0
3248,0.3848793,0.3880686,0.2354102,5.0
3249,0.03907261,0.3746827,0.1097245,5.0
3250,-0.2449093,-0.05307475,-0.2458329,2.0
3251,0.25601,0.5513327,0.1004012,5.0
3252,-0.00112627,-0.669711,-0.1333939,1.0
3253,0.7377832,0.5234116,0.726658,0.0
3254,-0.1661561,-0.0381221,-0.248438,2.0
3255,-0.3885713,-0.3282244,0.1120046,2.0
3256,-0.01190413,-0.1119074,-0.08203155,2.0
3257,0.06752162,-0.09179162,0.08718668,2.0
3258,-0.5705334,-0.4729354,-0.6120798,1.0
3259,1.095936,0.3662085,0.9126436,0.0
3260,-0.6255256,-1.106328,-0.4465581,3.0
3261,-1.57993,-0.5200943,-0.7501232,3.0
3262,0.3457253,0.06007248,0.2793936,5.0
3263,0.1319375,-0.09853481,0.0796857,2.0
3264,0.2506265,-0.1165303,0.2120793,2.0
3265,-0.5525098,-0.2309062,-0.6505847,1.0
3266,-0.3138219,-0.1683147,-0.2774014,2.0
3267,0.2682107,-0.02485324,0.6192096,5.0
3268,-0.4649485,-0.1498922,-0.4396517,1.0
3269,-0.4849424,-1.154232,-0.5063145,3.0
3270,-0.357088,-0.6542465,-0.3241228,1.0
3271,-0.1975648,-0.6156682,-0.2854286,1.0
3272,-0.79636,-0.1785713,-0.5727115,1.0
3273,0.4149585,0.880808,-0.06303536,0.0
3274,0.3721429,-0.3122377,0.1042323,2.0
3275,0.2531342,-0.1248354,0.0975296,2.0
3276,0.465762,-0.1898572,-0.1852919,2.0
3277,-0.1006328,-0.3830685,-0.07309847,2.0
3278,0.04943679,0.2544717,0.04979215,5.0
3279,-0.27568,-0.5206344,0.02511547,1.0
3280,0.275958,-0.2670306,0.01718585,2.0
3281,0.1372259,0.06231328,0.1162368,2.0
3282,0.1291922,-0.3268512,-0.6097734,1.0
3283,-0.4497436,-0.4533016,-0.6789973,1.0
3284,-0.3393484,-0.3734564,-0.03616495,1.0
3285,0.3317795,-0.06641688,0.5498933,5.0
3286,0.4093092,-0.07048663,0.4481475,5.0
3287,-0.3227075,-0.1162141,-0.03044207,2.0
3288,-0.2442119,-0.1385247,-0.3713199,2.0
3289,0.2232166,0.6350124,0.2341089,5.0
3290,0.7283684,1.46871,0.4210133,0.0
3291,-0.1467118,0.1760773,0.04576657,2.0
3292,1.75299,2.352851,1.445787,4.0
3293,0.007275184,0.3487702,0.0970324,5.0
3294,-0.0974002,-0.2858578,-0.02785329,2.0
3295,-0.5844159,-1.041242,-0.5836462,3.0
3296,0.4169101,0.1341617,0.7018267,5.0
3297,-0.3557631,0.3073042,-0.3158215,2.0
3298,0.1411235,0.7286882,0.2045042,5.0
3299,-0.6090722,-0.7129956,-0.3941353,1.0
3300,0.005157622,-0.472867,0.09891262,2.0
3301,-0.4278758,-0.870338,-0.5214407,1.0
3302,-0.2113803,-0.3173991,-0.2573575,1.0
3303,-0.3706358,-0.5194201,-0.1729659,1.0
3304,-0.09739816,-0.06783623,-0.01220408,2.0
3305,-0.5554304,-0.3106505,1.066686,2.0
3306,-0.2953529,-0.7316398,-0.2491072,1.0
3307,-0.5532998,-0.814828,-0.607359,3.0
3308,-1.375558,-1.86451,-1.127291,3.0
3309,0.487505,0.6421768,0.2350601,5.0
3310,0.102887,0.1021434,0.2156561,5.0
3311,0.02103269,0.2179256,-0.01535135,2.0
3312,-0.1236235,-0.6169248,-0.07161323,1.0
3313,0.01480516,-0.361754,-0.1637559,2.0
3314,-0.496384,-0.8830002,-0.3061711,1.0
3315,-0.13619,-0.4753344,-0.2361383,1.0
3316,-0.07495777,-0.01490945,-0.6727449,2.0
3317,-0.463131,-1.099488,-0.4823503,3.0
3318,0.09773856,0.5938986,0.0981128,5.0
3319,0.01658966,0.5754859,0.4097815,5.0
3320,0.5315082,0.3559028,0.2600674,5.0
3321,-0.1217112,-0.4818903,-0.1480728,1.0
3322,0.4594295,0.8552577,0.3660679,0.0
3323,0.3864814,-0.05358889,0.1783577,5.0
3324,0.2778799,0.5731925,0.7780766,0.0
3325,-0.2766131,-1.002772,-0.04232512,1.0
3326,0.1213295,-0.672257,-0.2484559,1.0
3327,-0.004230946,0.0509602,0.1129206,2.0
3328,-0.4903099,-0.952432,-0.5255784,3.0
3329,0.9254643,1.581846,1.131783,4.0
3330,0.3006325,0.5101819,-0.1598875,5.0
3331,-0.2378825,-0.3050392,-0.328021,1.0
3332,0.8203173,1.221132,0.6752948,0.0
3333,-0.2435255,0.03352915,-0.1738249,2.0
3334,0.1960401,0.4682369,0.1572687,5.0
