,sch9/wt,ras2/wt,tor1/wt,centroid
1286,0.06352067,0.2599656,0.07881233,5.0
1287,0.08569483,0.5065616,0.1486983,5.0
1288,-1.230513,-1.298809,-0.9669814,3.0
1289,-0.2149369,-0.2775213,-0.1649537,2.0
1290,0.45545,0.0853199,0.5174744,5.0
1291,-0.1831687,-0.3405933,-0.4850683,1.0
1292,-0.05464512,-0.01964157,-0.4923416,2.0
1293,0.0994662,-0.2153437,0.1941046,2.0
1294,-0.4284186,-0.2496876,0.05626667,2.0
1295,0.1754812,-0.2905903,0.1082295,2.0
1296,-0.15999,0.8861358,0.2915132,5.0
1297,-0.2675336,-0.1897997,0.03531335,2.0
1298,-0.06831068,0.2259221,0.02031336,2.0
1299,0.07238807,-0.08156058,0.08418449,2.0
1300,0.4888131,0.3687293,0.374303,5.0
1301,0.1553675,0.4016115,-0.01681429,5.0
1302,-0.186871,-0.7286975,-0.000399619,1.0
1303,0.2093649,0.2228413,0.5540507,5.0
1304,-0.573494,-1.114596,-0.4213217,3.0
1305,-0.2151729,-0.8092803,-0.2331335,1.0
1306,-0.5740295,-1.299111,-0.8066184,3.0
1307,0.1245625,-0.07907925,0.004731225,2.0
1308,0.2387089,-0.2328293,0.0655062,2.0
1309,-0.5681702,-1.062338,-0.4235855,3.0
1310,-0.4576463,-1.187287,-0.1877083,1.0
1311,0.7490292,0.7290102,0.4691827,0.0
1312,1.058661,0.6776675,1.031341,0.0
1313,0.6108172,1.060843,0.827869,0.0
1314,-0.2062034,-0.8606166,-0.2727881,1.0
1315,0.3971442,0.4000777,0.1535051,5.0
1316,0.762018,0.8779871,0.8288648,0.0
1317,0.3975763,-0.008535216,0.03863789,5.0
1318,-0.688191,-0.7809786,-0.3943331,1.0
1319,0.6128266,0.6577393,0.4877792,0.0
1320,0.3448113,-0.09188523,0.2375461,5.0
1321,0.009021026,-0.3060626,-0.1049017,2.0
1322,0.3641964,-0.2653259,0.1445628,2.0
1323,0.1449395,0.1146305,0.03433011,2.0
1324,0.1137144,-0.4992047,0.007138809,2.0
1325,-0.2416149,-0.6510012,-0.3181523,1.0
1326,-0.226898,-0.4251793,0.135124,2.0
1327,-0.09056249,-0.09870354,-0.2713745,2.0
1328,-0.09464341,0.5151765,0.1000265,5.0
1329,0.6341823,1.128544,0.7986384,0.0
1330,-0.01741847,-0.4046155,-0.04821437,2.0
1331,0.4558482,0.7030457,0.5338874,0.0
1332,-0.4660377,-0.6206607,-0.320105,1.0
1333,-1.022979,-1.366597,-0.7056741,3.0
1334,-0.667155,-0.9655324,-0.5748992,3.0
1335,-0.2259203,-0.3640618,-0.3628934,1.0
1336,-1.227893,-0.6776098,-0.4813412,3.0
1337,0.2919325,0.4196688,0.3473333,5.0
1338,-0.1537275,-0.4322152,-0.1443516,1.0
1339,0.3359167,0.2163748,0.3947861,5.0
1340,0.3216034,0.03804714,0.5100473,5.0
1341,-1.242618,-0.1218919,-0.1432858,1.0
1342,0.03245744,0.4993431,0.05633234,5.0
1343,-0.1263984,-0.1294482,-0.2136722,2.0
1344,-0.1541798,-0.2717706,-0.3562307,2.0
1345,0.3592603,0.7821584,0.4594804,0.0
1346,-1.682706,-1.585162,-1.342704,3.0
1347,-0.2209289,0.3030827,0.04458531,2.0
1348,-0.3376717,-0.6838553,-0.1968008,1.0
1349,-0.3714228,-0.2406209,-0.2254334,1.0
1350,0.1413036,-0.02778797,0.3726831,5.0
1351,0.4721862,0.6269155,0.4672875,0.0
1352,-0.6493377,-0.869154,-0.6165044,3.0
1353,-0.980887,-1.049413,-0.8247554,3.0
1354,-0.1275048,0.4969098,0.3240758,5.0
1355,-0.3195322,-0.1384258,-0.09915531,2.0
1356,-0.3579769,0.175656,0.1133,2.0
1357,0.02770985,0.5041447,0.2902274,5.0
1358,-0.2351981,0.1895575,-0.1918185,2.0
1359,-0.05056079,0.2537462,0.01037194,2.0
1360,0.009134201,-0.2307813,-0.1045515,2.0
1361,0.09599342,-0.09687323,-0.4327252,2.0
1362,-0.0439496,-0.131356,-0.1615404,2.0
1363,0.05772604,0.001811727,-0.2753582,2.0
1364,-0.0221712,0.3430257,0.02519319,5.0
1365,-0.2112644,-0.7041088,-0.4652827,1.0
1366,0.4300548,0.3158317,-0.1099405,5.0
1367,-0.3247465,-0.4505216,-0.2944233,1.0
1368,-0.2268609,-0.03849371,0.08599937,2.0
1369,0.1570277,0.1527107,0.1309225,5.0
1370,-0.6289758,-0.9819922,-0.02598359,1.0
1371,-0.3665372,0.6573928,-0.005276408,5.0
1372,-1.140583,-1.20114,-0.8181309,3.0
1373,0.4196366,0.5277213,0.1702562,5.0
1374,0.2214403,0.7996253,0.2375669,5.0
1375,0.1628671,0.3075163,0.2349171,5.0
1376,-0.6252525,-0.1883616,-0.04092368,1.0
1377,0.6256355,1.257841,0.6117783,0.0
1378,0.1821761,0.5110136,0.3351883,5.0
1379,0.2793119,0.5360718,0.5366888,5.0
1380,-0.6838918,-0.6762976,0.07280764,1.0
1381,0.776696,1.470137,0.9263364,0.0
1382,0.6349587,0.2329674,0.7009196,5.0
1383,0.003984775,0.3439074,0.04129409,5.0
1384,0.3634955,0.6539303,0.3272529,5.0
1385,-0.0910328,-0.1178639,-0.1445938,2.0
1386,0.03327843,0.07612892,0.1465479,2.0
1387,-0.5408042,-0.891786,-0.3212978,1.0
1388,0.2115735,0.5527548,0.1933856,5.0
1389,-0.1617623,-0.371618,-0.03843267,2.0
1390,-0.1138764,-0.304284,-0.2494286,2.0
1391,0.1645058,0.4122491,0.02268544,5.0
1392,0.2519508,0.8686305,0.4185488,0.0
1393,-0.2038649,-0.9680446,-0.1956772,1.0
1394,0.1772064,-0.1064959,-0.07484614,2.0
1395,0.5855923,0.4277608,0.2524363,5.0
1396,-1.29506,-1.689494,-0.9966307,3.0
1397,2.23268,-0.4828666,0.09748985,5.0
1398,0.2113674,-0.3288735,0.401925,2.0
1399,0.4845492,0.171101,0.3952047,5.0
1400,-0.4549996,-0.3453203,-0.3932029,1.0
1401,0.03545456,-0.3129821,-0.06648358,2.0
1402,0.2592131,0.5545931,0.1372044,5.0
1403,0.207551,0.3367262,0.2644628,5.0
1404,0.3601435,0.4731027,-0.1113633,5.0
1405,0.7268411,1.019853,0.4883218,0.0
1406,-0.193015,-0.0971134,-0.1878692,2.0
1407,0.6024693,0.2384476,0.2025063,5.0
1408,0.3148056,0.4189122,0.2938501,5.0
1409,0.1213033,0.254158,0.2203404,5.0
1410,0.1583856,-0.132208,-0.1467148,2.0
1411,-0.2908606,-0.52119,-0.4232867,1.0
1412,-0.5378299,0.004879728,-0.4045371,2.0
1413,-1.209887,-0.2466969,-0.1723542,1.0
1414,-0.4615138,0.4117005,0.3793381,5.0
1415,0.5742993,0.05365035,0.4065933,5.0
1416,-0.2182661,-0.09824644,-0.3046522,2.0
1417,0.1852085,0.2190663,0.06364353,5.0
1418,0.1227067,-0.08748535,-0.1393865,2.0
1419,-0.07760345,0.1061816,-0.5126066,2.0
1420,-0.2072616,0.5254265,0.3374437,5.0
1421,-0.09044636,0.4684142,-0.05152207,5.0
1422,0.667948,1.312104,0.923655,0.0
1423,-0.5646739,-0.8533705,-0.6453432,3.0
1424,-0.1517741,-0.6041009,-0.05551518,1.0
1425,-0.601655,-0.211375,-0.2819646,1.0
1426,-0.3681765,-0.5758766,-0.5438583,1.0
1427,0.7239798,0.8282014,0.8264261,0.0
1428,-0.1801782,-0.2312814,-0.155319,2.0
1429,0.1890124,-0.04477252,0.007953937,2.0
1430,-0.2070574,-0.3279453,0.4388348,2.0
1431,0.08503789,0.07844028,-0.02007703,2.0
1432,-0.02736906,-0.7351102,0.1688466,1.0
1433,0.3095828,0.2586692,0.05395296,5.0
1434,-0.5596683,-1.253745,-0.6364016,3.0
1435,0.518408,0.118616,0.1919094,5.0
1436,-0.01225557,0.03886498,-0.1582951,2.0
1437,0.5465032,0.5359094,-0.03727318,5.0
1438,0.3410067,0.2132492,0.2245659,5.0
1439,-0.1479193,-0.3682849,0.7082125,2.0
1440,-0.30275,1.264012,0.08911101,0.0
1441,-0.586213,0.6992158,0.142647,5.0
1442,-1.002836,-0.5521307,-0.8998665,3.0
1443,0.4138059,1.090646,0.4013527,0.0
1444,-0.8810444,-0.172561,-0.1048617,1.0
1445,-0.07647224,-0.1080114,-0.1538205,2.0
1446,0.1394936,0.1789645,0.04880638,5.0
1447,0.6567546,0.428863,0.4349192,5.0
1448,0.3965932,0.1140373,0.2606562,5.0
1449,-0.5409081,-0.954472,-0.1385422,1.0
1450,0.05045867,0.4205236,0.3687164,5.0
1451,0.0362971,0.1781155,-0.05336709,2.0
1452,-0.3349298,-0.04257818,-0.2915523,2.0
1453,-0.33541,-0.1672695,-0.345768,2.0
1454,0.04745358,0.1065479,0.301932,5.0
1455,-0.3568939,-0.4458092,-0.3708511,1.0
1456,0.3006871,-0.08581608,0.1568058,2.0
1457,0.04376553,0.3061394,0.1768566,5.0
1458,0.372851,0.4873538,0.5427492,5.0
1459,-0.1423632,0.8144624,0.7152453,0.0
1460,-0.1253879,-0.6208417,-0.1521549,1.0
1461,0.03842346,-0.2585806,-0.07291964,2.0
1462,0.08336966,-0.05847789,-0.06531866,2.0
1463,-0.0453767,-0.4641422,-0.06425045,2.0
1464,-0.02900215,-0.2029005,-0.0256911,2.0
1465,-0.729067,-1.114999,-0.6869964,3.0
1466,0.03369925,-0.2532309,-0.2978921,2.0
1467,0.4849303,0.665187,0.5283427,0.0
1468,-0.1164496,-0.1720897,-0.09218185,2.0
1469,0.1142468,0.6676845,0.2758291,5.0
1470,0.3384957,-0.4342075,0.200445,2.0
1471,-0.260263,-0.823696,-0.3849444,1.0
1472,-0.1402518,0.145087,0.2430351,2.0
1473,-0.6578342,-1.016386,-0.8930043,3.0
1474,-0.4230855,-0.4886121,-0.571771,1.0
1475,-1.049703,-0.5090368,-0.1677097,1.0
1476,0.02018635,-0.2358372,-0.09287254,2.0
1477,0.2952697,0.4050109,0.2829271,5.0
1478,-0.5460092,-0.9235102,-0.06127102,1.0
1479,-0.8276833,-1.231147,-0.2130071,3.0
1480,0.2164012,0.05591339,0.6412575,5.0
1481,0.2850545,0.4574398,0.2740759,5.0
1482,-0.1421991,0.01214507,-0.187534,2.0
1483,0.7712558,0.6013548,0.5892962,0.0
1484,0.6740241,0.5148153,0.3657601,0.0
1485,0.140175,0.1126399,-0.05183155,2.0
1486,0.4478433,0.1963166,0.1152985,5.0
1487,0.3633505,0.6070814,0.4218368,5.0
1488,0.7233948,1.263501,0.5248287,0.0
1489,0.7098477,1.104387,0.3557281,0.0
1490,0.1508553,-0.630919,-0.4474001,1.0
1491,0.5480006,0.1136953,0.3163523,5.0
1492,0.1009817,0.06975517,0.3781375,5.0
1493,-0.5741202,-0.4611809,-0.370977,1.0
1494,1.017792,1.32115,0.7667719,0.0
1495,-0.1549268,-0.2767178,-0.1779889,2.0
1496,0.8462164,0.2587343,0.7454652,0.0
1497,1.272159,0.7605748,1.18235,0.0
1498,0.04686035,-0.6275287,0.007320036,1.0
1499,-0.5451516,-1.169296,-0.3389922,3.0
1500,-0.3067176,-0.3193104,-0.2369062,1.0
1501,0.1356067,0.2549787,-0.4114326,2.0
1502,-0.5370172,-0.8906257,-0.2805878,1.0
1503,-0.2088258,-0.4022448,-0.1998917,1.0
1504,0.210269,0.3572278,-0.2502139,5.0
1505,0.01674841,-0.01495919,-0.0391316,2.0
1506,0.5902993,0.8600284,0.534585,0.0
1507,0.3445714,-0.07262333,0.2080641,5.0
1508,0.3511661,-0.2501463,-0.394113,2.0
1509,-0.3770384,-0.2282908,-0.4927099,1.0
1510,0.839754,0.2490416,1.087712,0.0
1511,0.1935236,0.4275067,0.3950116,5.0
1512,-1.134472,-1.149928,-0.3474189,3.0
1513,0.5759017,0.2113732,0.762472,5.0
1514,-0.04632428,1.470505,-0.1495777,0.0
1515,0.1871785,1.47137,0.2838466,0.0
1516,0.07281012,0.3666696,0.2690556,5.0
1517,0.6730168,0.3382072,0.1460984,5.0
1518,-0.1481442,-0.5834415,0.0954474,1.0
1519,0.8592305,0.6992561,0.6354758,0.0
1520,-0.2969858,-0.969219,-0.5864103,1.0
1521,-0.2890354,0.1176001,-0.05634049,2.0
1522,0.04523713,-0.1342607,0.2200655,2.0
1523,-0.19594,-0.6269908,-0.3708595,1.0
1524,-0.5206542,-0.3022984,-0.416937,1.0
1525,-0.08029266,0.6798149,0.4424686,5.0
1526,0.02072322,-0.1996972,0.2113272,2.0
1527,-0.2598362,-0.1472349,-0.2216179,2.0
1528,1.844513,0.2166719,0.9448647,0.0
1529,0.2936894,0.1129511,0.278563,5.0
1530,-0.2771445,-0.1226325,0.05799226,2.0
1531,0.7665812,0.1404617,0.1497969,5.0
1532,0.06299299,0.6899479,0.1391836,5.0
1533,0.3737478,0.05955505,0.2459792,5.0
1534,-0.2459917,-0.4857005,-0.6065916,1.0
1535,-0.6856324,-0.2230438,-0.7174913,1.0
1536,0.2332278,-0.3700295,0.2067447,2.0
1537,-0.1734063,-0.9120287,-0.06829674,1.0
1538,-0.4650783,-0.9421584,-0.3714803,1.0
1539,-0.2374164,-0.6199858,-0.1344255,1.0
1540,0.2527391,0.6579722,0.4318447,5.0
1541,-0.7396691,-0.587254,-0.600676,1.0
1542,0.6567015,0.5824468,0.3316518,0.0
1543,-0.08347424,-0.06380213,-0.0549011,2.0
1544,-0.3900678,-0.7184806,-0.283045,1.0
1545,-0.2980159,-0.2833502,-0.4728943,1.0
1546,0.2219179,0.6269042,0.3760948,5.0
1547,0.2027878,-0.05294915,-0.3426127,2.0
1548,-0.2049255,-0.01684193,-0.2049776,2.0
1549,-1.049966,-0.79703,-0.2317913,3.0
1550,-0.4374877,-0.9052268,-0.5181451,1.0
1551,0.21709,0.4821949,0.08253535,5.0
1552,-0.08999687,-0.4054686,-0.1746915,1.0
1553,-0.6309377,-0.1330823,-0.3326118,1.0
1554,0.5881888,1.438479,0.989236,0.0
1555,0.04631863,-0.2231207,-0.2215447,2.0
1556,-0.2014551,0.1131525,-0.1556073,2.0
1557,0.1439884,-0.1886953,0.167719,2.0
1558,0.8528723,0.8739983,0.4255536,0.0
1559,0.5980085,0.1391143,0.6900223,5.0
1560,0.4287826,0.5134968,0.4986624,5.0
1561,-0.06597789,-0.3116076,-0.1066555,2.0
1562,0.06321247,-0.1116355,0.1185125,2.0
1563,-0.09858404,0.03793477,0.04539011,2.0
1564,-0.2275715,-0.07790288,-0.04309692,2.0
1565,-0.3422173,-0.46961,-0.4616304,1.0
1566,-0.008312201,0.3311797,-0.1666474,2.0
1567,-0.2786235,-1.01182,-0.1926912,1.0
1568,-0.2409587,-0.6721764,0.1303701,1.0
1569,0.2557833,0.8950266,0.18173,0.0
1570,-0.2286318,-0.8031363,-0.4239992,1.0
1571,0.267766,-0.0973894,0.2320308,5.0
1572,0.1200809,-0.2381687,0.05518234,2.0
1573,0.4049999,0.2516502,0.4349768,5.0
1574,0.647849,0.3655079,0.2710456,5.0
1575,0.3471773,0.8330673,0.624502,0.0
1576,0.4551076,0.5000955,0.4767888,5.0
1577,-0.4051656,-0.4759725,-0.5641871,1.0
1578,0.3195936,-0.3189342,-0.1853692,2.0
1579,-0.4912146,0.5842685,1.039775,5.0
1580,-0.1870304,-0.02698787,-0.236059,2.0
1581,0.03612819,-0.003224412,0.03271843,2.0
1582,0.1734113,-0.1217834,-0.255082,2.0
1583,0.4349233,-0.1735625,0.1798063,5.0
1584,-0.2496415,-0.826965,-0.2578714,1.0
1585,0.2171761,-0.01404562,-0.4995376,2.0
1586,1.388775,1.18374,1.647006,4.0
1587,0.3741825,-0.1015886,-0.2408052,2.0
1588,-0.0430203,-0.7347038,-0.1466419,1.0
1589,0.03296038,-0.1373829,0.03133386,2.0
1590,0.3910926,0.001099653,0.2202494,5.0
1591,-0.8541997,-1.259001,-1.087864,3.0
1592,-1.573262,-1.237077,-0.5787679,3.0
1593,0.1227665,-0.1697267,0.2666117,2.0
1594,0.4940598,0.6793754,0.4208378,0.0
1595,-0.4622864,-0.3063534,-0.4249156,1.0
1596,-0.1142491,-0.3628464,-0.0362914,2.0
1597,0.3839873,0.1469222,0.3048899,5.0
1598,0.5608761,-0.03914193,0.1433988,5.0
1599,0.7772647,0.5439522,0.6604918,0.0
1600,-0.6200658,-0.6285518,-0.4566212,1.0
1601,-0.1156721,0.221787,0.04683247,2.0
1602,-0.2899825,-0.554828,-0.1944414,1.0
1603,0.4475058,-0.2253178,0.1393718,2.0
1604,-0.09406772,-0.01068034,0.003586989,2.0
1605,-0.1019144,-0.8508397,-0.5008004,1.0
1606,-0.1144044,0.1951433,0.01054503,2.0
1607,-0.06788102,0.4913013,-0.2121441,5.0
1608,-0.2381552,-0.2173403,-0.5095181,1.0
1609,-0.006095185,-0.4673816,-0.04055874,2.0
1610,-0.3989771,-0.2038208,-0.7050262,1.0
1611,0.05149876,-0.2406967,0.08543057,2.0
1612,0.2599564,0.2685196,0.2220979,5.0
1613,-0.3339394,-1.479935,-0.4056826,3.0
1614,-0.2166746,-0.9949728,-0.3444116,1.0
1615,-0.4183589,-0.9045548,-0.3394508,1.0
1616,-1.37342,-1.136942,-0.4828084,3.0
1617,0.4537068,-0.2958356,0.2415296,2.0
1618,0.3120279,0.2087316,0.1677229,5.0
1619,0.589379,0.459779,0.5758679,0.0
1620,-0.247188,-0.9776557,-0.5178968,1.0
1621,-0.7329715,-1.539171,-0.9241277,3.0
1622,0.8751918,0.08719714,0.5325734,5.0
1623,-1.168238,-1.845853,-1.294928,3.0
1624,-0.2519043,-0.3867893,-0.3714969,1.0
1625,0.009188813,-0.2215692,0.05528674,2.0
1626,0.2667729,-0.1771247,-0.002320888,2.0
1627,1.091854,0.2086859,-0.1774688,5.0
1628,0.4691422,-0.1513856,0.102473,5.0
1629,0.01460389,-0.4150012,-0.0562663,2.0
1630,0.746529,-0.2320564,0.1311914,5.0
1631,0.2152055,0.09016915,0.05629087,5.0
1632,-0.1313545,-0.06246685,-0.1309489,2.0
1633,0.6837607,0.7646272,1.14845,0.0
1634,0.140416,-0.2823092,0.03520998,2.0
1635,-0.0825611,-0.3042871,-0.1111371,2.0
1636,-0.5315856,-0.7907887,-0.1837122,1.0
1637,0.269019,0.2131234,0.2312329,5.0
1638,0.6992684,0.2454355,0.2535302,5.0
1639,0.7268094,1.516788,0.5293394,0.0
1640,-0.1815571,-0.337258,-0.1238473,2.0
1641,-0.03458467,1.232457,0.3415235,0.0
1642,-0.2995298,0.3897654,0.09170573,5.0
1643,-0.08405175,-0.1681632,-0.1331707,2.0
1644,0.07280269,-0.3779163,0.1142293,2.0
1645,-0.1532738,-0.3357025,-0.3056838,1.0
1646,-0.3065787,-0.5245179,-0.3627757,1.0
1647,-0.09269144,-0.3042045,-0.05885666,2.0
1648,1.0219,0.7582023,0.8481769,0.0
1649,-0.06624036,-0.528326,0.1745707,2.0
1650,-0.07833608,-0.08669876,-0.08809423,2.0
1651,0.573654,-0.01329079,0.4652017,5.0
1652,0.0177756,0.2323473,0.3054234,5.0
1653,0.3352943,2.08939,0.7368872,4.0
1654,-0.1934818,0.06052923,0.1216084,2.0
1655,-0.1261251,-0.9377312,0.03015769,1.0
1656,0.08552923,-0.007477496,0.01272105,2.0
1657,-0.09454094,-0.2768118,0.135381,2.0
1658,-0.3408397,-0.719931,0.1483615,1.0
1659,-0.1612725,-0.2209874,0.1497419,2.0
1660,-0.1135506,-0.5505951,-0.1811384,1.0
1661,0.2055234,0.4755148,0.1360233,5.0
1662,0.2081695,0.3924471,0.03380702,5.0
1663,0.7207319,0.9711086,0.6777302,0.0
1664,0.04796755,-0.2704044,-0.0825776,2.0
1665,-0.1768537,-0.7477739,-0.6192529,1.0
1666,-0.04578359,0.1355078,-0.2223815,2.0
1667,0.4556413,0.3748557,0.1644453,5.0
1668,0.004734311,-0.3207716,0.06721248,2.0
1669,-0.04211995,-0.8377325,-0.1461799,1.0
1670,0.1021841,-0.171436,0.3286694,2.0
1671,-0.1845265,-0.2748691,-0.2263758,2.0
1672,-0.05337098,-0.02942671,-0.09528232,2.0
1673,1.193085,0.5355323,0.7782629,0.0
1674,1.294018,1.304647,1.123633,4.0
1675,0.322037,-0.001059025,-0.3338873,2.0
1676,0.2131717,-0.4759715,0.06857839,2.0
1677,-0.3059322,-0.5281059,-0.4145769,1.0
1678,-0.1039327,-0.07278324,0.144497,2.0
1679,-0.1683048,-0.5207597,-0.06982934,1.0
1680,0.1257756,0.2605897,0.2976912,5.0
1681,0.04893946,0.2766559,-0.09261279,5.0
1682,-0.02849224,0.1698023,-0.041511,2.0
1683,0.4085583,0.4900983,0.3223016,5.0
1684,0.1078758,-0.1679447,-0.01044386,2.0
1685,0.1298162,0.2559161,0.286516,5.0
1686,-0.1890949,-0.03823753,0.03718223,2.0
1687,-0.157639,-0.9574439,-0.1047799,1.0
1688,0.2778702,0.3792116,-0.002284298,5.0
1689,0.1530643,-0.5105049,0.0114361,2.0
1690,-0.6039307,-1.296846,-0.5752709,3.0
1691,-0.2756954,-0.6003474,-0.305216,1.0
1692,-0.1269138,0.233902,0.0342959,2.0
1693,-0.9405095,-0.02597545,-0.317412,1.0
1694,0.91148,4.255289,0.6161689,4.0
1695,0.09312936,0.6275707,0.264734,5.0
1696,-0.007307607,1.756452,0.1360618,0.0
1697,-0.007911339,0.462816,-0.158071,5.0
1698,0.2908225,-0.2031918,0.5087159,5.0
1699,0.3811941,0.3703334,0.4026563,5.0
1700,0.1352934,1.527856,0.190415,0.0
1701,0.1288021,0.4333009,0.2663343,5.0
1702,-0.07969304,-0.4536046,0.136457,2.0
1703,-0.09252448,-0.3822406,0.1818628,2.0
1704,0.2350175,0.1474535,-0.04145759,5.0
1705,-0.2131264,-0.4761946,-0.1127953,1.0
1706,-0.38223,-0.9774918,-0.05767385,1.0
1707,-0.4014118,-0.4909567,-0.4228121,1.0
1708,0.646574,0.03138518,0.7198973,5.0
1709,-0.4413382,-0.9198842,-0.2610961,1.0
1710,0.1901122,0.4092807,0.1079768,5.0
1711,0.3358788,0.214965,0.4133695,5.0
1712,-0.5471087,-0.5986033,-0.3897863,1.0
1713,-0.08868435,-0.4095469,0.1106598,2.0
1714,-0.3829661,-0.3285042,-0.2690373,1.0
1715,0.1556491,-0.4880185,0.07698462,2.0
1716,-0.9752151,-1.42276,-0.578448,3.0
1717,0.02924945,0.01432381,-0.06436816,2.0
1718,0.1719291,0.8577395,0.07025777,5.0
1719,-0.2979295,-0.6212187,-0.2839603,1.0
1720,0.5088375,-0.1887938,0.3207819,5.0
1721,-0.1074477,0.1485498,0.5574489,5.0
1722,-0.2347819,-0.8670575,-0.1849441,1.0
1723,-0.06528603,0.02952819,-0.05159775,2.0
1724,-0.5328455,0.6299499,0.1223855,5.0
1725,0.5080281,-0.2665382,0.636338,5.0
1726,0.3044436,0.7993108,0.4410957,0.0
1727,-0.1652079,0.627028,-0.5674147,2.0
1728,-0.3380187,-0.08782473,-0.2103648,2.0
1729,0.1173478,0.06497458,0.2085696,5.0
1730,-0.1595366,-0.5206882,-0.3316954,1.0
1731,-0.4894449,-0.1001457,-0.1568997,2.0
1732,-0.384184,-0.885559,-0.2797496,1.0
1733,0.05327857,0.05117917,-0.2823259,2.0
1734,0.0971043,-0.3058851,-0.09207612,2.0
1735,-0.04112486,0.6104181,-0.006121535,5.0
1736,0.144832,0.03955311,0.1986635,5.0
1737,0.518149,0.5062873,0.4715345,0.0
1738,0.5100627,0.9069877,0.344523,0.0
1739,0.4597999,0.03887053,0.7625169,5.0
1740,0.7957127,0.640232,1.258229,0.0
1741,-0.6604882,-0.9294645,-0.5597744,3.0
1742,-0.2412581,-0.7102429,-0.4637411,1.0
1743,-0.06214434,0.1886316,0.04850413,2.0
1744,0.3720164,-0.09240964,0.3651653,5.0
1745,-0.3319452,-1.024019,-0.3626059,1.0
1746,-0.1320439,-0.3530481,-0.004741492,2.0
1747,0.8386524,0.08914256,0.433821,5.0
1748,-0.7251076,-1.135802,-0.7668241,3.0
1749,-0.05847228,-0.5426079,-0.03999094,1.0
1750,-0.1623964,0.3401978,-0.1598391,2.0
1751,-0.2674467,-0.558425,0.1726074,1.0
1752,-0.1198784,0.1989426,0.06615326,2.0
1753,0.08358004,0.5265669,0.02484969,5.0
1754,-0.2563157,-0.9407027,-0.1873835,1.0
1755,0.4026775,1.059655,0.8262934,0.0
1756,-0.1497897,0.05044388,-0.1854135,2.0
1757,0.1611378,0.03429668,0.09783701,2.0
1758,0.0471566,-0.1759995,-0.08109568,2.0
1759,0.761101,0.8719681,0.5438208,0.0
1760,-0.5276892,-0.9303182,-0.2762775,1.0
1761,0.3057486,0.4107719,0.4354236,5.0
1762,0.3683164,1.192889,0.2519249,0.0
1763,0.04573189,-0.01481688,0.01726634,2.0
1764,-0.4164488,0.2040088,-0.01543729,2.0
1765,-0.5041779,-0.4164761,-0.2545233,1.0
1766,0.1305246,-0.06099656,-0.1165705,2.0
1767,-0.4599437,-0.3839663,-0.2148433,1.0
1768,-0.37785,-0.241727,-0.2075266,1.0
1769,0.8169369,0.7094476,0.9031667,0.0
1770,-0.03574565,-0.05954147,-0.09240732,2.0
1771,-0.3070505,0.4065259,0.2342722,5.0
1772,0.02755361,0.2382014,-0.1595245,2.0
1773,0.05886519,-1.597378,-0.3103255,1.0
1774,0.4212719,1.142367,0.6225705,0.0
1775,-0.2361447,-0.5922549,-0.1492201,1.0
1776,-0.6557866,-0.3199733,-0.3620693,1.0
1777,-0.3208958,-0.7007783,-0.3411487,1.0
1778,-0.09798435,-0.200408,-0.2752817,2.0
1779,-0.04593087,0.09291657,0.1357469,2.0
1780,-0.1227613,0.3620012,0.1844298,5.0
1781,0.2162145,0.2714294,0.09597458,5.0
1782,-0.2725351,-0.5276796,0.1154992,1.0
1783,0.02648123,0.05649639,0.2016491,2.0
1784,0.04362572,0.4795037,0.2819401,5.0
1785,0.3749307,0.268343,0.2364386,5.0
1786,0.328052,0.4669425,0.1779097,5.0
1787,0.6006015,-0.4185315,0.1842387,2.0
1788,0.3322703,-0.1311443,0.02280795,2.0
1789,0.004435889,0.01152617,-0.1507415,2.0
1790,0.03355911,-0.4639048,0.1352973,2.0
1791,-0.2708894,0.3288039,0.228498,5.0
1792,0.1481804,0.001201636,0.5943878,5.0
1793,0.3878673,0.3966253,0.5228128,5.0
1794,0.4311958,0.07327972,0.5054954,5.0
1795,0.6867998,1.312305,0.6410056,0.0
1796,-0.4823908,-0.4492899,0.04800069,1.0
1797,1.858843,0.6916861,1.255536,4.0
1798,-0.2904253,-0.8161295,-0.511337,1.0
1799,0.3860712,0.09826233,0.3328152,5.0
1800,0.8937884,0.1706949,0.4017305,5.0
1801,-0.5307135,-0.690622,-0.5037037,1.0
1802,-0.2307301,-0.2211585,-0.2671211,2.0
1803,-0.2112827,0.4521307,-0.4058166,2.0
1804,-0.6445108,-1.282614,-0.8354846,3.0
1805,0.0854649,-0.1241654,0.08473285,2.0
1806,0.4339758,-0.3252687,-0.07288036,2.0
1807,0.08124071,0.4226064,0.7949743,5.0
1808,-0.3925065,-0.6534166,-0.287737,1.0
1809,-0.1261929,-0.803527,-0.3650417,1.0
1810,-0.5916504,-0.8650598,-0.39581,1.0
1811,0.1152763,0.7436851,-0.05893897,5.0
1812,0.9031914,0.6643256,0.8460474,0.0
1813,-0.03333813,0.1996115,-0.1630528,2.0
1814,-0.04081339,-0.1878429,0.005892553,2.0
1815,-0.2339542,-0.7176271,-0.5254744,1.0
1816,0.06404889,0.1172201,0.07648794,2.0
1817,-0.4051674,-0.6861191,-0.2399454,1.0
1818,0.4210487,-0.5988313,0.121793,2.0
1819,0.3134104,0.187479,0.1343739,5.0
1820,0.1748622,-0.1451001,0.1657244,2.0
